Datetime,Adj Close,Close,High,Low,Open,Volume
2025-07-23 13:30:00,83.96499633789062,83.96499633789062,84.32990264892578,83.38999938964844,83.7249984741211,53170
2025-07-23 13:45:00,83.72000122070312,83.72000122070312,84.2699966430664,83.6500015258789,83.97000122070312,14346
2025-07-23 14:00:00,83.80999755859375,83.80999755859375,84.0999984741211,83.61000061035156,83.69000244140625,10804
2025-07-23 14:15:00,83.31999969482422,83.31999969482422,83.91010284423828,83.31999969482422,83.73999786376953,3525
2025-07-23 14:30:00,83.83000183105469,83.83000183105469,83.83989715576172,83.19999694824219,83.27999877929688,4976
2025-07-23 14:45:00,84.01000213623047,84.01000213623047,84.08489990234375,83.7300033569336,83.7300033569336,3917
2025-07-23 15:00:00,84.19999694824219,84.19999694824219,84.19999694824219,83.7300033569336,84.0,3640
2025-07-23 15:15:00,83.54000091552734,83.54000091552734,84.03500366210938,83.5,83.77999877929688,5521
2025-07-23 15:30:00,83.02999877929688,83.02999877929688,83.51000213623047,83.02999877929688,83.51000213623047,4159
2025-07-23 15:45:00,82.16510009765625,82.16510009765625,83.33000183105469,82.04000091552734,83.0,13747
2025-07-23 16:00:00,81.75,81.75,82.1500015258789,81.37989807128906,82.0,15642
2025-07-23 16:15:00,81.11009979248047,81.11009979248047,81.94999694824219,80.86000061035156,81.94999694824219,39297
2025-07-23 16:30:00,81.77999877929688,81.77999877929688,81.77999877929688,81.18009948730469,81.32499694824219,13050
2025-07-23 16:45:00,81.18000030517578,81.18000030517578,81.79000091552734,81.12000274658203,81.79000091552734,4749
2025-07-23 17:00:00,81.0,81.0,81.4000015258789,80.76000213623047,81.16100311279297,10653
2025-07-23 17:15:00,80.94999694824219,80.94999694824219,81.40989685058594,80.94999694824219,81.04019927978516,11185
2025-07-23 17:30:00,80.9104995727539,80.9104995727539,81.08509826660156,80.73999786376953,80.7699966430664,7528
2025-07-23 17:45:00,80.91999816894531,80.91999816894531,81.05999755859375,80.9000015258789,80.9000015258789,5045
2025-07-23 18:00:00,81.44509887695312,81.44509887695312,81.4800033569336,80.98500061035156,81.0199966430664,6024
2025-07-23 18:15:00,81.47799682617188,81.47799682617188,81.55000305175781,81.41999816894531,81.5,8034
2025-07-23 18:30:00,81.5,81.5,81.80999755859375,81.4657974243164,81.4657974243164,10983
2025-07-23 18:45:00,81.58999633789062,81.58999633789062,81.62000274658203,81.37999725341797,81.5,16143
