Datetime,Adj Close,Close,High,Low,Open,Volume
2025-07-23 13:30:00,80.39990234375,80.39990234375,80.61000061035156,79.66000366210938,79.71499633789062,124697
2025-07-23 13:45:00,80.41999816894531,80.41999816894531,80.83000183105469,80.19999694824219,80.5,44179
2025-07-23 14:00:00,80.4000015258789,80.4000015258789,80.69999694824219,80.16999816894531,80.48999786376953,30830
2025-07-23 14:15:00,79.9800033569336,79.9800033569336,80.68000030517578,79.9800033569336,80.31999969482422,36572
2025-07-23 14:30:00,80.41999816894531,80.41999816894531,80.69000244140625,79.92500305175781,80.02999877929688,22607
2025-07-23 14:45:00,80.75,80.75,80.83000183105469,80.30999755859375,80.38999938964844,16512
2025-07-23 15:00:00,80.56999969482422,80.56999969482422,81.06999969482422,80.5,80.68000030517578,30220
2025-07-23 15:15:00,80.41000366210938,80.41000366210938,80.83000183105469,80.29000091552734,80.55500030517578,21060
2025-07-23 15:30:00,80.05509948730469,80.05509948730469,80.44989776611328,80.0,80.3499984741211,25694
2025-07-23 15:45:00,79.19999694824219,79.19999694824219,80.31999969482422,79.0999984741211,80.04000091552734,89092
2025-07-23 16:00:00,79.08999633789062,79.08999633789062,79.58000183105469,78.56999969482422,79.0999984741211,107697
2025-07-23 16:15:00,78.69999694824219,78.69999694824219,79.30169677734375,78.4000015258789,79.12999725341797,81854
2025-07-23 16:30:00,79.19609832763672,79.19609832763672,79.23999786376953,78.5999984741211,78.61000061035156,34596
2025-07-23 16:45:00,78.69499969482422,78.69499969482422,79.0634994506836,78.62999725341797,79.03500366210938,9609
2025-07-23 17:00:00,78.62000274658203,78.62000274658203,78.9800033569336,78.25,78.69499969482422,74749
2025-07-23 17:15:00,78.58999633789062,78.58999633789062,79.04000091552734,78.5509033203125,78.68450164794922,15122
2025-07-23 17:30:00,78.50920104980469,78.50920104980469,78.68990325927734,78.29000091552734,78.55000305175781,12406
2025-07-23 17:45:00,78.5625,78.5625,78.68000030517578,78.44999694824219,78.4800033569336,10703
2025-07-23 18:00:00,78.93499755859375,78.93499755859375,78.96990203857422,78.54000091552734,78.55999755859375,11406
2025-07-23 18:15:00,78.9198989868164,78.9198989868164,79.05999755859375,78.87999725341797,78.97000122070312,11188
2025-07-23 18:30:00,78.79499816894531,78.79499816894531,79.15989685058594,78.79499816894531,78.83000183105469,8099
2025-07-23 18:45:00,78.9800033569336,78.9800033569336,78.9800033569336,78.80999755859375,78.80999755859375,7537
2025-07-23 19:00:00,79.01010131835938,79.01010131835938,79.12999725341797,78.94000244140625,78.9800033569336,12800
2025-07-23 19:15:00,78.97000122070312,78.97000122070312,79.2406005859375,78.94000244140625,79.08499908447266,12811
2025-07-23 19:30:00,79.09259796142578,79.09259796142578,79.14209747314453,78.94999694824219,79.0,9242
2025-07-23 19:45:00,78.95999908447266,78.95999908447266,79.23500061035156,78.9000015258789,79.02999877929688,35752
2025-07-24 13:30:00,76.76000213623047,76.76000213623047,77.12000274658203,75.11820220947266,76.54000091552734,250560
2025-07-24 13:45:00,77.0,77.0,77.04499816894531,76.4800033569336,76.76499938964844,53473
2025-07-24 14:00:00,77.93499755859375,77.93499755859375,77.94999694824219,76.80999755859375,77.00509643554688,61312
2025-07-24 14:15:00,78.2300033569336,78.2300033569336,78.5,77.72000122070312,77.9000015258789,45252
2025-07-24 14:30:00,78.41000366210938,78.41000366210938,78.69999694824219,78.18000030517578,78.18000030517578,22739
2025-07-24 14:45:00,78.23999786376953,78.23999786376953,78.75,78.19999694824219,78.43499755859375,17034
2025-07-24 15:00:00,77.5999984741211,77.5999984741211,78.26000213623047,77.5999984741211,78.19999694824219,25712
2025-07-24 15:15:00,77.9800033569336,77.9800033569336,78.07029724121094,77.5,77.58000183105469,15146
2025-07-24 15:30:00,77.80999755859375,77.80999755859375,78.08000183105469,77.6500015258789,78.01000213623047,17546
2025-07-24 15:45:00,77.66000366210938,77.66000366210938,77.87999725341797,77.63999938964844,77.75,9051
2025-07-24 16:00:00,77.70240020751953,77.70240020751953,77.9800033569336,77.6050033569336,77.95999908447266,4787
2025-07-24 16:15:00,77.87000274658203,77.87000274658203,78.01499938964844,77.74150085449219,77.77999877929688,7948
2025-07-24 16:30:00,77.91000366210938,77.91000366210938,77.97000122070312,77.69999694824219,77.8499984741211,4851
2025-07-24 16:45:00,77.55999755859375,77.55999755859375,77.92990112304688,77.5199966430664,77.91000366210938,15488
2025-07-24 17:00:00,77.76000213623047,77.76000213623047,77.79000091552734,77.5,77.55000305175781,10651
2025-07-24 17:15:00,77.55999755859375,77.55999755859375,77.77999877929688,77.5,77.76000213623047,5985
2025-07-24 17:30:00,77.58000183105469,77.58000183105469,77.7499008178711,77.44999694824219,77.66000366210938,7907
2025-07-24 17:45:00,77.16999816894531,77.16999816894531,77.5199966430664,77.16999816894531,77.5199966430664,9374
2025-07-24 18:00:00,77.13999938964844,77.13999938964844,77.2300033569336,77.0,77.19000244140625,12464
2025-07-24 18:15:00,77.44999694824219,77.44999694824219,77.5,77.12999725341797,77.1500015258789,8837
2025-07-24 18:30:00,77.7699966430664,77.7699966430664,77.80999755859375,77.61000061035156,77.63999938964844,7479
2025-07-24 18:45:00,77.7699966430664,77.7699966430664,78.0,77.74500274658203,77.74500274658203,4610
2025-07-24 19:00:00,78.02989959716797,78.02989959716797,78.07990264892578,77.77999877929688,77.80999755859375,7698
2025-07-24 19:15:00,78.12000274658203,78.12000274658203,78.25,78.02999877929688,78.02999877929688,9476
2025-07-24 19:30:00,78.1500015258789,78.1500015258789,78.19550323486328,78.08000183105469,78.11000061035156,14448
2025-07-24 19:45:00,77.44000244140625,77.44000244140625,78.06990051269531,77.4000015258789,78.06990051269531,29122
2025-07-25 13:30:00,77.2699966430664,77.2699966430664,78.37000274658203,76.05999755859375,76.05999755859375,166324
2025-07-25 13:45:00,78.28500366210938,78.28500366210938,78.5,77.37999725341797,77.37999725341797,37189
2025-07-25 14:00:00,78.01000213623047,78.01000213623047,79.19999694824219,77.8301010131836,78.33999633789062,82707
2025-07-25 14:15:00,77.94999694824219,77.94999694824219,78.1500015258789,77.19499969482422,78.05000305175781,51749
2025-07-25 14:30:00,78.51000213623047,78.51000213623047,78.54989624023438,77.94999694824219,77.94999694824219,33541
